407 39 15 312 112 76 34 29 902 122 0 590 434 0 |118 534 154 57 0 152 5 4 618 402 4 64 954 6 |525 95 22 52 18 261 27 24 754 270 0 511 511 2 |650 104 61 158 0 51 0 0 977 47 0 756 268 0 |1543 473 1196 914 1159 791 45 23 5065 1079 0 1209 3538 1397 |3746 679 234 403 77 847 119 39 5552 592 0 2067 4048 29 |4941 596 216 129 9 122 41 90 3001 3110 33 3294 2850 0 |3625 555 1037 216 27 639 27 18 4420 1723 1 2592 3515 37 |10398 1165 25 100 16 366 102 116 8936 3348 4 3298 7888 1102 |11821 41 9 46 37 281 24 29 7610 4621 57 3097 8011 1180 |8230 909 1008 1161 636 265 40 39 10108 2177 3 1165 8497 2626 |11983 181 0 5 0 25 30 64 7471 4709 108 3454 6928 1906 |
911 14 22 22 3 24 13 15 883 141 0 340 677 7 |1023 1 0 0 0 0 0 0 59 964 1 988 36 0 |1024 0 0 0 0 0 0 0 150 836 38 795 229 0 |1021 3 0 0 0 0 0 0 486 535 3 546 478 0 |6021 112 0 0 0 0 1 10 3256 2866 22 2364 3485 295 |5319 39 48 149 0 480 66 43 2731 3331 82 2403 3719 22 |6066 62 16 0 0 0 0 0 5636 508 0 366 3867 1911 |5900 105 122 17 0 0 0 0 2010 4073 61 1349 4298 497 |11790 78 43 267 3 59 20 28 8120 4158 10 3297 7991 1000 |9555 859 554 496 326 347 69 82 8093 4188 7 2492 5885 3911 |12239 12 2 9 3 16 5 2 4988 7268 32 2564 9145 579 |11828 222 143 62 3 22 6 2 7443 4816 29 865 8853 2570 |
343 53 15 613 0 0 0 0 696 325 3 14 1008 2 |372 144 57 31 9 409 2 0 925 99 0 52 618 354 |345 190 150 210 119 10 0 0 857 167 0 160 370 494 |399 114 360 129 12 0 10 0 1010 14 0 723 226 75 |2769 1042 766 262 91 1151 40 23 3859 2202 83 1306 3932 906 |3087 559 235 654 128 1365 75 41 4417 1722 5 1676 4207 261 |2522 1967 764 817 27 24 15 8 5197 946 1 2210 3005 929 |2442 1672 831 620 311 246 13 9 5050 1094 0 864 4174 1106 |8005 2575 687 277 98 560 46 40 7636 4589 63 3706 7505 1077 |8453 2086 1119 301 81 213 18 17 8085 4189 14 2263 7921 2104 |7676 1689 885 237 69 1616 71 45 8483 3791 14 1451 8634 2203 |7187 3088 1473 222 70 225 14 9 9965 2322 1 2357 8514 1417 |
550 102 123 96 5 85 32 31 598 390 36 660 364 0 |482 485 48 9 0 0 0 0 915 108 1 161 863 0 |338 315 368 3 0 0 0 0 836 188 0 377 368 279 |173 143 503 127 65 10 3 0 921 103 0 0 239 785 |4386 1220 356 72 10 61 20 19 3808 2318 18 2593 3403 148 |4561 889 268 116 6 220 34 50 5160 978 6 1806 4196 142 |1056 1306 3074 272 24 401 9 2 5600 544 0 737 2335 3072 |3425 708 573 791 275 342 22 8 4416 1696 32 2134 2961 1049 |6307 3073 2196 270 69 286 54 33 9372 2890 26 3199 7831 1258 |3288 6479 2011 466 28 13 3 0 10355 1926 7 628 7530 4130 |7347 2503 2103 261 7 28 19 20 8891 3385 12 3912 7131 1245 |4917 2642 1517 1743 688 775 5 1 10310 1975 3 2194 6696 3398 |
735 228 5 8 0 12 30 6 804 220 0 835 177 12 |1024 0 0 0 0 0 0 0 105 918 1 507 513 4 |12 961 51 0 0 0 0 0 602 422 0 3 1021 0 |961 0 0 0 0 63 0 0 701 323 0 371 625 28 |3807 453 277 1391 0 156 56 4 5219 924 1 5844 300 0 |4522 479 36 61 31 644 289 82 4833 1311 0 2818 2370 956 |5821 202 107 14 0 0 0 0 2987 3157 0 2612 3530 2 |3859 529 1530 20 1 53 94 58 5229 915 0 991 3279 1874 |9386 353 79 328 3 1868 147 124 9939 2348 1 6133 4969 1186 |11237 553 187 95 10 137 27 42 10232 2056 0 2423 7481 2384 |9747 644 224 1010 0 134 266 263 9402 2881 5 7037 3574 1677 |11747 429 37 11 9 8 25 22 8708 3580 0 3328 7373 1587 |
59 0 0 68 1 834 49 13 668 356 0 0 595 429 |790 159 34 10 0 12 7 12 610 399 15 571 435 18 |0 0 0 483 537 4 0 0 1015 9 0 56 919 49 |808 50 80 42 2 9 12 21 211 657 156 556 468 0 |346 91 1131 3688 307 445 133 3 6110 34 0 4 3058 3082 |4271 651 442 98 44 620 6 12 4010 2088 46 896 4674 574 |2987 1392 1715 18 0 18 14 0 3280 2788 76 1825 3382 937 |4333 122 397 1237 8 6 13 28 3215 2834 95 1154 4402 588 |9206 512 808 488 442 651 23 158 9301 2969 18 1179 9773 1336 |11079 666 258 24 0 88 43 130 7436 4745 107 3142 8025 1121 |8017 593 1106 2461 13 1 1 96 9357 2899 32 969 10462 857 |10445 587 900 142 0 77 21 116 7546 4653 89 3442 7906 940 |
870 4 1 21 95 25 4 4 243 342 439 0 798 226 |814 125 75 5 0 0 0 5 375 620 29 174 677 173 |0 0 0 11 0 1013 0 0 13 1008 3 949 75 0 |617 88 116 203 0 0 0 0 718 306 0 0 851 173 |2453 82 97 472 900 2105 22 13 2620 3471 53 2166 3265 713 |3229 1252 573 727 336 22 3 2 4796 1346 2 533 3909 1702 |3659 876 1037 563 9 0 0 0 2359 3673 112 453 4688 1003 |1593 676 986 1346 4 1504 28 7 3326 2806 12 3976 1010 1158 |9854 563 491 847 444 8 33 48 6866 5314 108 2521 8335 1432 |7816 1123 2289 841 31 75 51 62 7607 4627 54 2165 6826 3297 |8788 658 577 371 31 1562 182 119 5646 6558 84 4370 7365 553 |8420 1367 1732 573 34 52 46 64 6696 5443 149 1660 8476 2152 |
1024 0 0 0 0 0 0 0 600 403 21 323 701 0 |666 37 0 311 0 2 4 4 513 511 0 1024 0 0 |0 0 0 0 1024 0 0 0 1024 0 0 0 63 961 |694 202 28 100 0 0 0 0 691 333 0 591 433 0 |5483 87 67 219 272 6 3 7 3285 2855 4 2398 3657 89 |5622 208 22 102 0 83 67 40 3554 2590 0 2978 3166 0 |2957 1094 742 877 250 224 0 0 3954 2190 0 581 3388 2175 |4335 204 153 242 866 251 53 40 5494 650 0 901 4712 531 |7781 2005 1032 693 166 522 29 60 10656 1632 0 1747 10427 114 |6824 3079 1414 613 134 220 4 0 9105 3183 0 2010 8887 1391 |5768 2295 1641 1223 146 960 127 128 11317 971 0 2921 9258 109 |5835 4006 1397 690 131 220 7 2 10479 1809 0 1063 10830 395 |
82 0 23 764 36 119 0 0 1024 0 0 0 10 1014 |95 252 677 0 0 0 0 0 332 689 3 144 880 0 |335 158 364 71 0 0 64 32 580 437 7 731 250 43 |264 535 225 0 0 0 0 0 290 723 11 931 93 0 |311 12 1929 3565 0 263 62 2 5877 267 0 30 730 5384 |941 2751 791 1474 35 133 15 4 3593 2513 38 620 4581 943 |440 4043 1661 0 0 0 0 0 1646 4480 18 1217 4926 1 |1803 1687 1522 694 0 224 171 43 3099 2915 130 5300 842 2 |951 2248 4496 4114 30 441 8 0 7136 5135 17 1143 7220 3925 |1127 8267 2420 474 0 0 0 0 7105 5163 20 1246 9249 1793 |1178 2091 3509 5449 0 51 10 0 4857 7225 206 2665 7724 1899 |1959 6592 3214 523 0 0 0 0 5756 6414 118 4585 6968 735 |
19 0 20 899 0 86 0 0 405 619 0 1024 0 0 |446 18 0 0 2 489 40 29 744 275 5 421 568 35 |15 0 26 795 177 11 0 0 989 35 0 397 627 0 |979 0 0 0 0 0 30 15 157 867 0 975 49 0 |183 149 1521 3385 906 0 0 0 4830 1314 0 1045 4958 141 |3727 1344 422 305 0 117 111 118 3751 2370 23 4712 1309 123 |1738 648 795 1188 696 853 187 39 5362 782 0 2582 3272 290 |3459 263 423 986 6 690 197 120 3967 2151 26 4631 1372 141 |4215 5386 1476 917 183 76 26 9 8992 3277 19 1465 7379 3444 |2912 7757 931 205 73 265 96 49 8091 4186 11 2426 7549 2313 |5478 3189 1256 2038 49 198 53 27 8013 3980 295 2299 8704 1285 |6267 3328 457 242 5 1478 306 205 9691 2590 7 3577 6052 2659 |
28 0 0 124 772 100 0 0 536 427 61 878 146 0 |59 147 455 277 46 40 0 0 878 140 6 125 899 0 |17 0 2 772 202 31 0 0 614 314 96 874 150 0 |28 77 500 419 0 0 0 0 379 570 75 538 486 0 |95 62 42 2511 2797 637 0 0 3706 2288 150 3046 3098 0 |1324 574 710 2276 924 331 2 3 4242 1720 182 2655 3420 69 |559 695 2526 1624 307 411 17 5 5123 989 32 686 4871 587 |410 1783 418 3311 87 109 20 6 3816 2130 198 2532 3504 108 |707 445 548 7453 2509 613 3 10 9488 2675 125 3773 8284 231 |2019 2407 2059 2973 520 2248 46 16 10772 1455 61 1850 10037 401 |3491 885 929 6698 193 79 3 10 8611 3499 178 3893 7893 502 |2384 4005 2143 3306 167 210 38 35 9321 2858 109 2305 8923 1060 |
52 4 271 586 5 96 9 1 677 321 26 231 559 234 |105 15 406 468 0 21 9 0 367 537 120 958 66 0 |64 123 635 197 0 1 3 1 722 292 10 369 591 64 |86 98 734 106 0 0 0 0 75 867 82 355 646 23 |152 78 3340 2572 2 0 0 0 2990 2986 168 1640 3920 584 |302 131 4502 1191 2 14 2 0 1986 3775 383 1135 3776 1233 |393 397 4580 760 0 0 10 4 1286 4561 297 1832 3672 640 |683 593 3867 969 0 16 15 1 2602 3397 145 1566 4173 405 |2152 3059 6098 925 13 31 3 7 8275 3791 222 2118 8030 2140 |2111 4057 5403 678 4 13 14 8 7554 4400 334 3198 7601 1489 |1446 2722 6817 1279 2 12 3 7 8687 3545 56 1698 8771 1819 |3255 3487 4289 987 11 55 47 157 8053 4030 205 4519 6927 842 |
60 65 19 102 629 149 0 0 1010 14 0 20 548 456 |677 51 178 117 1 0 0 0 551 473 0 888 128 8 |561 289 121 25 0 6 18 4 491 502 31 646 369 9 |99 449 416 17 43 0 0 0 867 155 2 86 935 3 |2484 508 400 547 1705 305 112 83 5190 951 3 2399 2772 973 |2964 118 176 318 726 1747 77 18 4096 2041 7 3763 1939 442 |5119 262 377 302 0 26 50 8 3463 2676 5 3635 2509 0 |3437 1247 808 424 0 122 69 37 3590 2511 43 4283 1747 114 |7678 824 921 527 1475 764 56 43 7960 4315 13 4480 6100 1708 |9666 1180 888 378 1 20 80 75 6963 5317 8 4817 6260 1211 |7769 1627 1628 726 110 317 56 55 7336 4925 27 4325 6280 1683 |8796 1649 1341 476 17 2 2 5 5785 6462 41 2109 8666 1513 |
0 0 88 936 0 0 0 0 1022 2 0 19 1005 0 |427 205 257 98 0 19 13 5 416 512 96 765 231 28 |7 0 0 708 241 68 0 0 591 433 0 167 857 0 |197 649 153 25 0 0 0 0 383 543 98 693 316 15 |2 0 0 4904 1221 17 0 0 5822 322 0 204 5940 0 |242 2000 1283 2600 19 0 0 0 5105 1027 12 211 4873 1060 |1174 2059 1744 955 8 178 25 1 3123 2836 185 2545 2911 688 |101 1376 1456 3211 0 0 0 0 4580 1547 17 155 5241 748 |1439 193 1471 9185 0 0 0 0 11430 853 5 383 11640 265 |1738 3868 5005 1677 0 0 0 0 7721 4537 30 793 9126 2369 |2791 413 1422 7662 0 0 0 0 10803 1477 8 1112 10837 339 |2880 2801 4552 2054 1 0 0 0 7459 4742 87 1673 8824 1791 |
