248 535 241 0 0 0 0 0 921 101 2 71 618 335 |357 56 29 7 5 499 35 36 709 231 84 441 542 41 |122 872 30 0 0 0 0 0 132 880 12 183 841 0 |233 67 37 55 9 592 20 11 955 55 14 233 790 1 |1394 3797 557 111 31 252 2 0 5760 382 2 292 4045 1807 |1498 778 389 257 4 1457 1619 142 4699 1359 86 2731 3288 125 |3014 540 74 204 23 1762 282 245 5890 213 41 792 5204 148 |2621 2251 49 53 8 993 98 71 4520 1550 74 824 5226 94 |6089 4248 674 301 14 592 245 125 10771 1412 105 3852 8142 294 |5773 1812 470 326 17 2785 645 460 11463 745 80 2198 9373 717 |8909 2326 184 211 14 393 151 100 11419 830 39 1768 10270 250 |6322 2167 616 433 73 2076 374 227 11142 973 173 2976 8903 409 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |151 213 159 260 63 175 3 0 924 90 10 397 508 119 |0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |167 0 17 55 32 560 151 42 398 609 17 993 31 0 |0 0 0 0 0 6144 0 0 0 6144 0 0 6144 0 |344 921 284 134 39 4416 5 1 2313 3776 55 551 5367 226 |716 620 660 747 1418 1957 25 1 4642 1425 77 3263 2734 147 |230 356 362 319 120 4660 96 1 2392 3673 79 1766 4302 76 |500 3034 936 664 227 6906 12 9 4223 7846 219 1987 9903 398 |1747 5918 2022 1149 270 1158 21 3 9247 2678 363 3503 7549 1236 |685 3859 859 479 113 6251 31 11 4742 7299 247 1700 10316 272 |1454 5928 1972 1072 755 1065 30 12 8875 3022 391 4035 7945 308 |
33 0 0 0 0 898 49 44 120 718 186 491 533 0 |4 0 824 23 2 171 0 0 650 371 3 344 680 0 |0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |29 0 157 114 45 679 0 0 302 722 0 1014 10 0 |26 0 0 1 0 6086 24 7 80 5907 157 324 5820 0 |942 1186 1231 286 18 2468 10 3 3543 2459 142 1054 4415 675 |239 8 3189 922 111 1674 1 0 1816 4284 44 4840 1304 0 |543 1110 1304 867 11 2300 4 5 2899 3101 144 1892 4227 25 |1833 2167 469 103 9 7654 22 31 7589 4592 107 1010 10764 514 |3007 3902 3494 1034 53 744 22 32 8357 3560 371 4146 6867 1275 |3659 4810 395 126 17 3133 71 77 8677 3387 224 1839 9962 487 |2866 3102 3286 2541 3 442 17 31 7912 4008 368 4962 6807 519 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |73 0 543 123 33 252 0 0 866 150 8 189 818 17 |0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |7 4 530 154 83 246 0 0 746 238 40 203 774 47 |0 0 0 0 0 6144 0 0 0 6144 0 0 6144 0 |144 130 846 792 32 4174 25 1 2008 4049 87 986 5131 27 |154 25 2538 2589 437 396 5 0 4917 982 245 2486 3116 542 |176 137 1143 379 148 4101 40 20 2062 3939 143 829 5171 144 |384 509 3534 919 85 6804 43 10 4303 7770 215 2670 9288 330 |207 68 4554 1310 187 5962 0 0 6154 6016 118 1230 10255 803 |285 398 3210 995 129 7197 53 21 4036 8025 227 2582 9501 205 |232 94 3292 2439 225 5989 13 4 6012 6125 151 2384 9571 333 |
16 0 0 5 0 917 55 31 129 722 173 861 163 0 |17 37 970 0 0 0 0 0 47 972 5 28 996 0 |5 0 0 0 0 1010 8 1 6 960 58 164 860 0 |0 0 43 981 0 0 0 0 71 939 14 1024 0 0 |306 16 203 142 4 5206 218 49 1152 4371 621 3758 2386 0 |57 69 1146 226 126 4520 0 0 1712 4176 256 1089 4910 145 |130 157 3174 2683 0 0 0 0 668 5325 151 3388 2755 1 |152 268 1936 867 137 2775 8 1 1694 4222 228 1341 4614 189 |328 90 1586 705 373 8977 155 74 4693 6781 814 4987 6699 602 |411 435 6971 1508 315 2646 2 0 8299 3717 272 1339 9853 1096 |244 240 2057 865 357 8483 29 13 4656 7274 358 2044 9608 636 |475 311 6967 1773 252 2508 2 0 7710 4297 281 1866 8833 1589 |
0 0 1014 10 0 0 0 0 943 68 13 506 518 0 |4 2 1018 0 0 0 0 0 1 934 89 195 829 0 |49 255 700 20 0 0 0 0 868 138 18 216 772 36 |2 32 990 0 0 0 0 0 17 910 97 238 786 0 |52 187 5703 202 0 0 0 0 5810 282 52 1024 5015 105 |51 86 5871 106 16 14 0 0 2064 3673 407 1217 4774 153 |173 250 5604 117 0 0 0 0 383 5340 421 1294 4839 11 |205 262 4707 909 38 23 0 0 3167 2725 252 1241 4809 94 |730 242 7661 1664 324 1656 11 0 9811 2297 180 881 7127 4280 |956 365 4261 4031 828 1756 64 27 10605 1446 237 1249 6406 4633 |945 939 6469 2382 250 1296 7 0 11269 987 32 278 6719 5291 |842 734 6211 3081 196 1219 5 0 8617 3391 280 4144 4362 3782 |
0 0 0 1024 0 0 0 0 1024 0 0 0 0 1024 |51 251 686 36 0 0 0 0 195 773 56 500 523 1 |9 5 6 9 1 994 0 0 1021 1 2 28 996 0 |91 37 186 138 59 512 1 0 668 306 50 899 125 0 |168 1117 436 1300 1599 1523 1 0 5245 816 83 1209 2227 2708 |76 419 1882 3484 283 0 0 0 6001 141 2 157 577 5410 |377 3763 1528 323 68 81 4 0 3644 2339 161 1462 4041 641 |506 2363 2481 212 56 494 10 22 3728 2248 168 3918 2040 186 |678 6136 836 2514 2061 49 7 7 6669 5246 373 3782 3471 5035 |729 7713 2698 968 139 24 10 7 5451 6429 408 4175 5004 3109 |1366 9496 1178 67 33 105 13 30 3568 8034 686 6515 5530 243 |820 10429 948 21 0 38 23 9 3018 8664 606 6366 5693 229 |
0 0 0 0 6 1018 0 0 1024 0 0 0 231 793 |2 1 1007 14 0 0 0 0 750 261 13 49 805 170 |0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |14 6 631 316 25 32 0 0 722 249 53 374 477 173 |98 245 2003 246 245 3307 0 0 3080 3019 45 1297 3862 985 |491 1489 3079 290 240 553 2 0 2808 3037 299 1913 3167 1064 |60 68 5953 63 0 0 0 0 5011 1068 65 383 3798 1963 |165 644 622 438 238 4037 0 0 4560 1542 42 599 1926 3619 |805 3415 6872 325 257 611 3 0 4618 7064 606 5326 5781 1181 |912 3451 6649 307 323 639 3 4 4495 7060 733 4793 5999 1496 |836 3592 6553 318 265 721 3 0 4779 6813 696 4842 6101 1345 |1054 3876 6258 214 296 587 3 0 4848 6948 492 2553 6997 2738 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |50 954 20 0 0 0 0 0 890 134 0 1 1022 1 |0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |76 805 129 12 0 0 1 1 985 39 0 0 1020 4 |0 0 0 0 0 6144 0 0 0 6144 0 0 6144 0 |377 1821 1676 171 79 2015 4 1 4269 1765 110 741 4943 460 |389 2557 3183 15 0 0 0 0 2587 3516 41 238 5744 162 |399 1850 1430 200 52 2212 0 1 4161 1916 67 508 4959 677 |786 4436 3864 356 58 2720 65 3 5122 6699 467 4082 7421 785 |1059 4309 6224 113 59 520 3 1 8657 3368 263 1565 9172 1551 |604 5060 3682 171 73 2689 8 1 5020 6878 390 3247 8234 807 |701 4220 6746 95 41 479 4 2 8377 3685 226 1331 9037 1920 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |47 30 947 0 0 0 0 0 181 830 13 94 930 0 |0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |111 318 594 1 0 0 0 0 662 362 0 0 1022 2 |0 0 0 0 0 6144 0 0 0 6144 0 0 6144 0 |253 1153 1923 517 26 2270 0 2 1759 4072 313 1114 4704 326 |527 1291 4326 0 0 0 0 0 1954 4161 29 365 5707 72 |199 1754 991 168 30 2988 12 2 3288 2762 94 665 4906 573 |534 4314 2119 177 110 5032 0 2 4901 7042 345 1666 9263 1359 |734 4833 5639 977 46 57 0 2 5425 5841 1022 2754 7834 1700 |985 5895 2368 275 76 2645 26 18 5644 6032 612 3266 7820 1202 |793 7346 3659 234 54 194 3 5 7783 4128 377 1687 8049 2552 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |32 29 469 33 52 409 0 0 926 95 3 182 708 134 |8 4 314 261 16 421 0 0 585 435 4 495 529 0 |67 184 764 9 0 0 0 0 667 353 4 11 880 133 |54 114 530 37 21 5388 0 0 998 5124 22 63 5938 143 |279 832 2408 369 296 1955 3 2 3627 2420 97 1462 3899 783 |288 170 1455 1789 2110 332 0 0 5199 909 36 3160 2612 372 |633 919 3797 539 111 145 0 0 4680 1380 84 1349 4289 506 |746 4969 2612 872 759 2329 1 0 5921 5849 518 2712 7645 1931 |586 2689 4798 2223 1770 222 0 0 9673 2494 121 2050 8157 2081 |936 6176 2765 1025 840 534 5 7 6768 4948 572 3248 7873 1167 |654 1849 3334 3545 2480 426 0 0 10289 1839 160 4308 6772 1208 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |1 2 1021 0 0 0 0 0 74 935 15 30 994 0 |0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |67 119 828 10 0 0 0 0 347 671 6 26 998 0 |0 0 0 0 0 6144 0 0 0 6144 0 0 6144 0 |263 188 3446 569 105 1573 0 0 2984 2946 214 1523 4405 216 |76 785 5271 12 0 0 0 0 1351 4741 52 194 5878 72 |298 486 3347 572 74 1367 0 0 3887 2108 149 995 4524 625 |243 337 4301 1350 273 5784 0 0 5461 6525 302 2139 8483 1666 |408 367 9444 1027 133 909 0 0 8170 3762 356 3348 7818 1122 |349 503 4168 1089 242 5936 1 0 5701 6323 264 1640 9129 1519 |395 540 9361 810 127 1055 0 0 8972 3009 307 2343 8378 1567 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |49 0 129 650 93 100 3 0 639 371 14 974 50 0 |3 0 0 0 30 991 0 0 343 681 0 0 889 135 |105 368 528 22 1 0 0 0 510 510 4 10 1013 1 |0 0 0 0 0 6144 0 0 55 6089 0 0 6113 31 |182 458 1378 743 233 3144 5 1 2163 3897 84 1239 4810 95 |351 1202 1413 1458 1583 131 3 3 3079 2981 84 3414 2726 4 |449 1228 2159 237 63 1894 82 32 3360 2571 213 1239 4606 299 |300 733 2789 473 100 7886 7 0 4376 7783 129 494 10662 1132 |803 2246 6960 1096 132 1040 8 3 7265 4768 255 1504 9499 1285 |708 1466 5158 951 234 3752 12 7 7719 4212 357 1818 8817 1653 |799 2605 7446 463 77 893 5 0 9020 3029 239 700 9831 1757 |
4 0 4 20 1 993 2 0 1018 6 0 164 437 423 |755 68 46 11 0 74 62 8 875 142 7 321 703 0 |0 0 0 0 0 1024 0 0 1024 0 0 0 1024 0 |892 82 50 0 0 0 0 0 921 97 6 64 960 0 |0 0 0 0 0 6144 0 0 6144 0 0 0 4521 1623 |1095 1300 2591 1066 7 67 11 7 4306 1691 147 4794 1323 27 |5185 566 333 14 0 13 18 15 5835 273 36 252 5191 701 |1130 478 2899 722 36 873 1 5 3340 2626 178 2020 4084 40 |471 60 7189 2585 37 1928 18 0 8048 3833 407 7665 3259 1364 |830 3503 6045 1901 0 4 4 1 4833 6966 489 6509 5267 512 |236 472 5714 1617 47 4176 15 11 8628 3377 283 4858 4622 2808 |1358 3473 6366 1032 0 17 22 20 6703 5190 395 4710 5474 2104 |
0 0 0 1024 0 0 0 0 133 841 50 490 534 0 |4 1020 0 0 0 0 0 0 1022 2 0 0 1024 0 |186 193 156 353 75 53 6 2 996 26 2 255 769 0 |322 467 235 0 0 0 0 0 971 39 14 64 958 2 |305 2004 927 2109 126 570 75 28 4534 1334 276 2150 3782 212 |689 2228 1461 1636 58 54 11 7 4990 1006 148 1750 3871 523 |1790 2860 1300 100 73 16 0 5 5552 579 13 342 5572 230 |3265 2022 618 135 94 3 4 3 3620 2502 22 719 5322 103 |2898 5843 2516 695 117 208 9 2 9838 2305 145 1411 9282 1595 |2961 6813 2011 210 38 194 31 30 9804 2440 44 893 10370 1025 |4780 3717 1655 1039 942 151 3 1 7731 4504 53 2409 9273 606 |6655 3255 1087 348 169 726 33 15 7735 4525 28 668 11089 531 |
0 0 0 0 980 44 0 0 1024 0 0 0 0 1024 |402 350 172 25 0 73 2 0 914 102 8 532 487 5 |0 0 0 0 0 1024 0 0 1024 0 0 0 173 851 |213 811 0 0 0 0 0 0 795 227 2 55 865 104 |306 347 126 82 2617 2664 2 0 6135 9 0 181 753 5210 |1554 710 520 613 1797 932 18 0 6107 33 4 611 668 4865 |1289 4696 133 13 0 0 9 4 5813 327 4 388 5494 262 |921 1038 424 1203 1020 1538 0 0 5855 274 15 2003 1520 2621 |2378 2751 288 374 2929 3556 8 4 11565 663 60 2074 2643 7571 |4092 6664 555 732 26 202 11 6 11195 994 99 5102 6346 840 |3580 4943 415 691 1048 1587 17 7 11477 748 63 2548 6470 3270 |4542 6270 421 594 15 379 43 24 11158 1066 64 4756 6519 1013 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |204 124 163 183 116 230 3 1 1021 3 0 250 774 0 |0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |249 376 330 37 6 2 0 24 595 421 8 85 934 5 |0 0 0 0 0 6144 0 0 0 6144 0 0 6144 0 |283 254 1298 354 84 3768 98 5 2517 3550 77 1257 4884 3 |1292 1322 2126 566 396 424 10 8 4690 1407 47 1073 4842 229 |753 1434 619 72 11 3125 73 57 2581 3528 35 268 5382 494 |751 558 451 350 192 9679 268 39 5353 6880 55 1074 10468 746 |1561 2013 3116 538 187 4557 259 57 9841 2257 190 2451 8455 1382 |603 438 345 334 141 10123 248 56 5274 6938 76 991 10289 1008 |1144 4357 2044 217 170 4014 258 84 8545 3632 111 1343 9888 1057 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |94 2 78 369 330 151 0 0 912 107 5 277 747 0 |0 0 177 847 0 0 0 0 1024 0 0 1023 1 0 |38 145 651 183 7 0 0 0 997 27 0 28 753 243 |6 0 0 147 0 5945 45 1 412 5709 23 746 5398 0 |201 530 1238 247 37 3891 0 0 4326 1790 28 658 5368 118 |187 142 4402 1195 104 114 0 0 3826 2265 53 1034 4475 635 |433 1049 3130 1013 63 358 98 0 5767 364 13 2484 3216 444 |63 135 716 84 36 11254 0 0 9726 2539 23 205 8995 3088 |618 1463 3840 811 84 5471 1 0 11634 594 60 1533 8232 2523 |102 26 872 455 74 10707 46 6 10422 1809 57 2112 6371 3805 |601 1281 4289 1200 169 4717 27 4 10906 1213 169 2331 7639 2318 |
32 16 55 102 231 588 0 0 305 612 107 479 405 140 |95 0 0 156 599 174 0 0 619 396 9 668 356 0 |0 0 0 496 0 176 352 0 1024 0 0 1024 0 0 |81 0 0 267 392 220 64 0 877 135 12 752 272 0 |184 143 323 218 752 1357 3116 51 4966 953 225 4967 664 513 |343 0 103 666 3085 1912 34 1 2608 2694 842 3812 2310 22 |348 0 0 328 5222 246 0 0 4962 1103 79 1544 4600 0 |313 0 0 411 744 214 4392 70 5999 127 18 5470 674 0 |320 15 174 1036 9366 1191 144 42 10439 1515 334 3790 8436 62 |120 0 121 612 11116 304 15 0 12027 210 51 764 11498 26 |547 0 48 983 5280 505 4818 107 11969 293 26 7140 5122 26 |345 0 55 802 8870 1432 782 2 11922 271 95 1721 9940 627 |
0 0 0 0 256 768 0 0 26 998 0 8 1016 0 |0 0 0 0 40 984 0 0 185 839 0 84 940 0 |60 0 0 21 335 608 0 0 799 208 17 207 756 61 |0 0 0 0 0 1024 0 0 1024 0 0 0 942 82 |50 0 0 67 1268 4759 0 0 3321 2794 29 315 5668 161 |12 0 0 0 15 6117 0 0 6009 134 1 6 5972 166 |33 0 0 33 602 5476 0 0 4023 2092 29 287 5437 420 |1300 750 1063 544 898 828 426 335 3316 2574 254 3488 2350 306 |3835 2146 1625 692 1285 2669 15 21 9548 2730 10 791 9526 1971 |4633 941 956 1113 1413 3180 22 30 9489 2789 10 1009 10082 1197 |3982 1565 2176 1511 1782 1000 200 72 8115 4020 153 3302 7998 988 |4099 917 976 2623 1228 1426 520 499 8309 3942 37 4445 6943 900 |
105 251 668 0 0 0 0 0 15 990 19 160 864 0 |0 0 525 499 0 0 0 0 1024 0 0 0 1024 0 |2 0 25 44 0 952 1 0 814 210 0 1024 0 0 |63 21 241 268 119 243 69 0 795 212 17 593 211 220 |741 1882 627 259 2 2480 98 55 2298 3483 363 4193 1884 67 |513 590 5014 27 0 0 0 0 1918 4203 23 45 6084 15 |240 56 669 2592 2468 59 60 0 5962 182 0 339 3598 2207 |730 1031 3836 140 0 386 16 5 4072 1756 316 2116 1897 2131 |1539 1430 3841 2033 176 2767 449 53 5736 5983 569 8092 3900 296 |942 1163 5779 2170 229 1840 121 44 7717 4154 417 5046 6188 1054 |1464 1163 3292 2257 155 3171 720 66 6821 4852 615 9389 1863 1036 |1337 1821 3561 2726 465 1930 404 44 8516 3351 421 6366 2976 2946 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |42 22 709 251 0 0 0 0 636 362 26 189 659 176 |0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |11 3 980 15 0 15 0 0 155 826 43 281 740 3 |13 15 267 34 22 5793 0 0 269 5853 22 194 5943 7 |132 232 660 452 107 4475 82 4 1400 4604 140 979 4571 594 |334 16 4324 1324 84 46 13 3 4701 1405 38 504 4474 1166 |24 0 96 596 83 5345 0 0 325 5754 65 747 5397 0 |623 2461 4614 269 126 4188 6 1 5162 6774 352 1366 9769 1153 |794 2229 6835 662 122 1639 5 2 7023 4747 518 2850 8017 1421 |578 2401 3712 219 97 5241 22 18 4740 7247 301 1039 10059 1190 |843 2389 5361 1141 127 2400 25 2 7348 4668 272 2217 8690 1381 |
0 0 0 0 0 1024 0 0 470 554 0 0 709 315 |11 0 851 162 0 0 0 0 786 230 8 146 705 173 |0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |12 0 104 806 53 47 2 0 336 657 31 958 66 0 |0 0 0 0 0 6144 0 0 20 6124 0 0 6127 17 |226 59 597 215 1467 3580 0 0 6045 99 0 145 714 5285 |167 10 4501 662 74 585 140 5 4410 1661 73 2167 3204 773 |38 8 327 274 208 5288 1 0 2032 4071 41 557 5557 30 |601 604 4271 846 761 5205 0 0 9415 2719 154 1707 6298 4283 |653 548 6122 1964 1541 1460 0 0 9934 2074 280 4186 5368 2734 |240 97 1649 759 676 8867 0 0 4251 7955 82 1436 9228 1624 |672 373 5970 3136 815 1306 11 5 9681 2319 288 5264 5423 1601 |
523 22 2 1 0 470 5 1 819 205 0 0 654 370 |0 0 0 0 0 1024 0 0 27 608 389 1007 17 0 |433 0 9 107 2 238 136 99 316 595 113 746 278 0 |0 0 0 0 0 1024 0 0 856 168 0 817 207 0 |3010 515 115 169 197 1782 226 130 3868 2072 204 1682 3706 756 |1178 239 103 291 183 4066 55 29 5033 907 204 1242 3401 1501 |3 0 0 0 0 5986 155 0 5699 306 139 782 5362 0 |2051 609 503 569 84 2126 134 68 2629 2034 1481 3272 2765 107 |6145 789 413 490 195 3281 618 357 6605 3108 2575 6451 4526 1311 |7009 70 89 164 53 4160 620 123 4537 2334 5417 8198 3676 414 |4010 818 1111 1084 156 4339 509 261 5511 3401 3376 8027 3201 1060 |8150 102 114 279 57 3076 354 156 3626 2410 6252 8750 2847 691 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |356 485 53 17 19 93 1 0 1024 0 0 0 1007 17 |0 0 0 0 0 1024 0 0 0 783 241 0 1024 0 |89 0 15 116 51 748 5 0 981 25 18 43 981 0 |35 0 0 6 440 5663 0 0 14 5271 859 1334 4810 0 |1098 566 123 231 1225 2874 19 8 2729 2347 1068 2197 3925 22 |3052 833 101 784 39 1327 7 1 5674 400 70 655 4889 600 |842 7 5 318 597 4331 27 17 944 3947 1253 2674 3415 55 |615 17 3 3 446 10967 131 106 1679 7190 3419 6166 5860 262 |4676 631 108 204 145 6302 140 82 3950 4125 4213 5231 6607 450 |311 22 56 90 830 10880 61 38 2016 5617 4655 8495 3291 502 |3049 75 40 274 256 8385 121 88 2127 4925 5236 7809 4257 222 |
0 0 0 0 0 1024 0 0 0 966 58 0 1024 0 |259 36 12 35 10 648 23 1 618 309 97 460 543 21 |141 413 233 158 47 32 0 0 956 55 13 171 670 183 |94 154 314 226 127 104 5 0 997 23 4 125 898 1 |366 786 1310 965 302 2353 57 5 4162 1966 16 570 3598 1976 |1448 451 182 334 145 3312 149 123 3591 2082 471 1659 3811 674 |1736 1979 522 433 42 1328 101 3 5317 569 258 1713 4429 2 |1466 780 546 587 391 2269 60 45 4187 1533 424 2457 3209 478 |6034 269 249 621 419 4421 173 102 3919 3982 4387 6449 4889 950 |8005 206 221 521 270 2717 203 145 2511 3132 6645 9097 3017 174 |5790 677 1349 1114 808 2230 203 117 6244 2272 3772 5051 5881 1356 |6643 506 280 611 319 3394 313 222 4469 3456 4363 6976 4658 654 |
434 1 5 519 10 42 11 2 353 582 89 777 247 0 |0 0 0 0 0 1024 0 0 2 1018 4 861 163 0 |501 0 0 1 0 503 7 12 535 484 5 74 920 30 |0 0 0 0 0 1024 0 0 100 917 7 327 697 0 |2959 145 150 950 50 1708 108 74 2041 3148 955 3151 2767 226 |2761 41 520 1040 34 1585 98 65 2064 3012 1068 3495 2551 98 |622 27 69 195 17 5142 50 22 2198 3243 703 3102 3042 0 |2618 176 294 230 79 2520 130 97 2778 2765 601 1628 4061 455 |5970 570 914 1003 47 3335 275 174 5038 3806 3444 5784 5150 1354 |4646 674 952 1098 86 4360 288 184 5846 3468 2974 6702 4183 1403 |6740 584 625 350 36 3548 213 192 6240 3933 2115 1972 8523 1793 |5649 1360 2191 605 81 2161 174 67 6665 1961 3662 5853 3069 3366 |
0 0 0 0 0 1024 0 0 862 162 0 0 586 438 |0 0 0 0 40 984 0 0 64 853 107 975 49 0 |0 0 0 0 0 1024 0 0 36 954 34 0 1024 0 |3 0 0 580 20 421 0 0 573 432 19 1024 0 0 |0 0 0 0 0 6144 0 0 3637 2507 0 0 5677 467 |1122 301 264 1111 67 3215 49 15 2569 3290 285 2280 3578 286 |1011 85 256 1022 949 2751 56 14 3132 2172 840 4830 1311 3 |531 223 290 1431 84 3560 21 4 2278 3561 305 2804 3305 35 |1617 712 1290 1020 232 7311 68 38 6884 4389 1015 2832 6345 3111 |5725 989 1143 1381 345 2475 130 100 5988 3164 3136 4694 5196 2398 |1089 648 970 594 211 8708 37 31 4957 6924 407 1082 9049 2157 |5027 1492 1434 1361 481 2250 159 84 6387 3318 2583 5092 4283 2913 |
0 0 0 0 0 1024 0 0 1024 0 0 0 6 1018 |366 0 0 0 0 0 151 507 1024 0 0 0 1024 0 |1024 0 0 0 0 0 0 0 409 532 83 718 305 1 |630 0 0 0 0 0 20 374 1024 0 0 0 1015 9 |4402 7 1 0 0 1512 111 111 3570 2104 470 2696 2696 752 |3014 41 5 11 8 960 1215 890 5193 798 153 1361 4364 419 |6100 0 0 0 0 0 0 44 6144 0 0 0 6020 124 |5111 11 6 11 1 355 219 430 3213 2588 343 3359 2631 154 |3792 1220 529 103 14 6096 289 245 5894 5444 950 3948 6460 1880 |5995 1403 678 78 10 3458 333 333 8142 3320 826 3964 5379 2945 |6698 802 989 83 25 3101 289 301 6163 5410 715 6148 3719 2421 |6091 1817 627 62 11 2918 356 406 7979 3504 805 5057 4321 2910 |
36 0 28 23 9 916 9 3 938 54 32 90 520 414 |28 0 0 0 0 954 26 16 1024 0 0 0 805 219 |0 0 0 1024 0 0 0 0 1024 0 0 0 0 1024 |0 0 0 0 0 1024 0 0 846 119 59 98 719 207 |347 90 1104 2581 263 1754 4 1 5861 275 8 64 1151 4929 |1184 9 13 32 289 4506 59 52 2725 2225 1194 3506 2559 79 |3907 14 18 114 36 1627 201 227 5209 634 301 1038 4754 352 |261 3 69 1023 791 3937 49 11 2779 2671 694 2865 2228 1051 |5062 70 129 711 1321 4844 83 68 6259 2333 3696 1480 8682 2126 |7550 93 204 981 1759 1519 87 95 4145 1802 6341 1724 8868 1696 |6236 138 406 1276 1709 2325 134 64 6456 1784 4048 817 8148 3323 |7158 79 162 920 1962 1922 44 41 4093 1851 6344 2831 7505 1952 |
4 0 0 962 58 0 0 0 755 252 17 159 856 9 |0 0 0 0 0 1024 0 0 1024 0 0 0 993 31 |153 0 13 99 39 678 30 12 997 26 1 121 789 114 |68 106 108 10 5 717 8 2 963 48 13 79 889 56 |57 0 157 5453 330 147 0 0 2310 2939 895 2919 3041 184 |247 47 66 3018 546 2172 28 20 3262 1931 951 2690 3383 71 |345 16 57 203 11 3856 1120 536 4803 1058 283 1982 4105 57 |586 18 35 244 230 4857 117 57 5241 696 207 1191 4389 564 |2098 205 348 5354 562 3531 102 88 6445 4416 1427 4835 6291 1162 |4287 133 167 675 444 5911 490 181 7719 2563 2006 3823 6136 2329 |1925 136 254 3901 1291 4620 99 62 6338 4031 1919 5447 5249 1592 |3562 196 242 852 602 6549 183 102 7316 2618 2354 4908 4482 2898 |
9 0 0 748 200 67 0 0 184 608 232 954 52 18 |37 0 0 4 202 781 0 0 786 220 18 102 867 55 |81 0 0 0 564 379 0 0 901 120 3 53 780 191 |0 0 0 0 0 1024 0 0 1024 0 0 0 1024 0 |311 6 13 682 2686 2431 10 5 4175 1462 507 1201 2961 1982 |478 5 23 307 756 4549 21 5 2332 2962 850 3376 2543 225 |202 16 61 161 54 5607 36 7 4556 1150 438 1776 4340 28 |478 10 19 466 2254 2862 36 19 5333 689 122 693 3454 1997 |4930 173 250 531 837 5444 72 51 5775 5303 1210 2840 7255 2193 |2296 128 327 328 1138 7973 54 44 5054 5037 2197 5230 4761 2297 |5605 271 231 651 1483 3935 60 52 8014 3820 454 1485 7023 3780 |3477 124 146 217 941 7192 106 85 4528 5348 2412 5762 4569 1957 |
0 0 0 0 0 1024 0 0 1024 0 0 0 0 1024 |0 0 0 0 0 1012 12 0 1024 0 0 2 1022 0 |0 0 0 0 0 1021 3 0 1018 6 0 9 1005 10 |1024 0 0 0 0 0 0 0 121 898 5 909 115 0 |27 0 0 1 0 6116 0 0 6109 35 0 32 1266 4846 |1966 0 0 6 0 3227 637 308 4651 1412 81 1526 2682 1936 |2510 0 0 0 0 1622 1413 599 1954 3836 354 4068 2075 1 |4708 3 2 8 0 895 278 250 3186 2674 284 3096 2638 410 |1592 23 79 180 33 8305 1105 971 8164 2996 1128 1017 7402 3869 |2294 0 0 0 0 8883 504 607 6124 4717 1447 3196 7692 1400 |1162 5 10 23 20 9561 1045 462 6951 3687 1650 1656 7826 2806 |3373 0 0 0 0 7852 559 504 3861 6765 1662 5047 6361 880 |
0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |39 0 0 0 0 777 140 68 702 238 84 370 643 11 |0 0 0 0 0 1024 0 0 0 1024 0 0 1024 0 |129 0 0 0 0 549 220 126 1024 0 0 0 1008 16 |1497 1 0 1 39 4477 65 64 531 4532 1081 1682 4370 92 |738 30 16 173 865 4068 124 130 2291 3545 308 1057 4765 322 |2331 577 330 604 97 1215 354 636 3432 1303 1409 2561 3184 399 |351 71 5 304 1646 3575 94 98 2576 2905 663 1928 3922 294 |4609 39 35 216 712 6446 137 94 4879 4642 2767 4795 4779 2714 |4670 198 171 427 674 5875 156 117 4126 5009 3153 6658 3817 1813 |5276 111 111 331 570 5677 119 93 4251 6415 1622 3210 7151 1927 |7159 203 332 327 870 3092 164 141 5784 4444 2060 4242 5516 2530 |
